run_id,timestamp,epoch,train_loss,supcon_loss,ce_loss,mask_loss,val_inst_top1,val_pos_sim,val_neg_sim,val_decoder_wer,val_decoder_bleu,val_decoder_exact,val_retrieval_top1,val_retrieval_mrr
20251215-135645,2025-12-15T14:34:00,52,2.837493226952749,1.6933197958828652,3.9713184735546374,0.02587054391736037,0.8288450241088867,0.9624485969543457,0.908048689365387,1.1905555555555556,1.087564088848167e-08,0.0,,
20251215-135645,2025-12-15T14:34:42,53,2.8302423545759017,1.6920372508976558,3.9581178900313705,0.025823903091455977,0.8168761134147644,0.9616993069648743,0.9096705913543701,1.19,1.5050601604297007e-08,0.0,,
20251215-135645,2025-12-15T14:35:25,54,2.8228117913415987,1.701099066701654,3.9340717302609796,0.02613195724632234,0.8264512419700623,0.9617059230804443,0.9092801809310913,1.0904761904761906,1.8266618502731195e-06,0.0,0.04864864864864865,0.12359216325230529
20251215-135645,2025-12-15T14:36:06,55,2.8171780452336352,1.6757553268785346,3.9481841064479255,0.026041625105865197,0.8174745440483093,0.9617096185684204,0.9098607301712036,0.9654761904761905,0.00023738433318813143,0.0,,
20251215-135645,2025-12-15T14:36:47,56,2.7996945299514353,1.6643057734998938,3.924666755819974,0.02604142726998623,0.8288450241088867,0.9632956385612488,0.9099698066711426,1.0285714285714285,8.084460409224825e-07,0.0,,
20251215-135645,2025-12-15T14:37:28,57,2.7946388443855392,1.657268413942154,3.921592758126455,0.026041317144281245,0.8216636776924133,0.9627962708473206,0.9112387895584106,1.1485714285714286,1.6895852025241632e-08,0.0,,
20251215-135645,2025-12-15T14:38:09,58,2.7975152175720424,1.6575183443827173,3.927101009512601,0.02602771022803571,0.833034098148346,0.961295485496521,0.9083152413368225,1.0222222222222221,0.0002954496312349409,0.0,,
20251215-135645,2025-12-15T14:38:53,59,2.79592763561092,1.659950612342521,3.9215941870049256,0.025776225422853478,0.832435667514801,0.9636093378067017,0.9102160334587097,1.1771428571428573,8.11758101315742e-07,0.0,0.05337837837837838,0.13003990906164303
20251215-135645,2025-12-15T14:39:34,60,2.7928464739290004,1.6887257540062681,3.8865122435844106,0.02613739389926195,0.8294434547424316,0.9641140103340149,0.9111858606338501,0.9833333333333334,0.00023738975537677398,0.0,,
20251215-135645,2025-12-15T14:40:15,61,2.7869152173604053,1.6645664188959828,3.8989282307559496,0.025839401243177997,0.8234590291976929,0.9635372757911682,0.9093196392059326,1.0035714285714286,2.203633349708146e-08,0.0,,
20251215-135645,2025-12-15T14:40:57,62,2.7750981670536405,1.6489109176478973,3.890970711838709,0.025786763682247024,0.8162776827812195,0.9627849459648132,0.9092812538146973,0.95,1.3171117866996448e-06,0.0,,
20251215-135645,2025-12-15T14:41:38,63,2.7681655361227793,1.6485320084715542,3.8773531309545857,0.026114836705159652,0.8084979057312012,0.9603763818740845,0.9088006019592285,0.9821428571428571,1.306811820897697e-06,0.0,,
20251215-135645,2025-12-15T14:42:21,64,2.7686918255400985,1.6358712429869664,3.8911356632023644,0.025941888202134878,0.8276481032371521,0.9621329307556152,0.9083828330039978,1.2428571428571429,1.6415833220812975e-08,0.0,0.052702702702702706,0.13002550804189966
20251215-135645,2025-12-15T14:43:02,65,2.756901887998189,1.6378837603412262,3.865588800547874,0.025827982998772026,0.8216636776924133,0.9617830514907837,0.9090814590454102,0.9535714285714285,0.0002954538230238462,0.0,,
20251215-135645,2025-12-15T14:43:44,66,2.7616200855333513,1.6444788509852266,3.868419781123122,0.025853821522977254,0.8246558904647827,0.9618929028511047,0.9092878103256226,0.9464285714285715,0.00027051190727815286,0.0,,
20251215-135645,2025-12-15T14:44:25,67,2.7545650038000655,1.634042298140591,3.8647278302336394,0.02589970727591482,0.818671464920044,0.9612937569618225,0.9077314734458923,0.8964285714285716,1.2006633769086596e-06,0.0,,
20251215-135645,2025-12-15T14:45:07,68,2.7533119312704426,1.6528991338324874,3.8433250188827515,0.025999409771741252,0.8312388062477112,0.9627202153205872,0.907038688659668,1.0464285714285715,1.3097973793762254e-06,0.0,,
20251215-135645,2025-12-15T14:45:50,69,2.728204709209808,1.618462814043646,3.8276109107553142,0.025839133481558873,0.8144823312759399,0.9621456861495972,0.9087057709693909,1.1035714285714284,1.9619793824216007e-08,0.0,0.046621621621621624,0.1260630971321463
20251215-135645,2025-12-15T14:46:31,70,2.734926405018323,1.6169292608352557,3.842475794766047,0.02611941730680123,0.8204667568206787,0.9615239500999451,0.9089145064353943,1.154920634920635,2.1236355672583276e-08,0.0,,
20251215-135645,2025-12-15T14:47:12,71,2.7289578392081064,1.6091051379295245,3.8384563808571803,0.025885413413586682,0.8252543210983276,0.9621383547782898,0.9076051712036133,1.0,8.136685937727642e-07,0.0,,
20251215-135645,2025-12-15T14:47:53,72,2.722606947977249,1.595188223335841,3.839696892320293,0.025821977001551078,0.8114901185035706,0.9604467153549194,0.9070693254470825,1.1235714285714287,2.178395936587261e-08,0.0,,
20251215-135645,2025-12-15T14:48:34,73,2.7314466613612765,1.620465593795254,3.8320648523226177,0.025907243232000363,0.8132854700088501,0.9618870615959167,0.9078945517539978,1.181904761904762,2.2700346271745285e-08,0.0,,
20251215-135645,2025-12-15T14:49:18,74,2.712192127149399,1.591943814329905,3.822026629970498,0.026034559505953365,0.8222621083259583,0.9603114128112793,0.906694233417511,1.0702380952380952,0.00027569894755952916,0.0,0.05675675675675676,0.13678153341602572
20251215-135645,2025-12-15T14:49:59,75,2.7261983417484856,1.6044711225653348,3.837594259275149,0.025828242518824256,0.8312388062477112,0.9627053737640381,0.9080881476402283,0.9952380952380953,0.00027650201533890346,0.0,,
20251215-135645,2025-12-15T14:50:41,76,2.7227444403792083,1.6029449309388253,3.832264248638937,0.02569923680020522,0.8102932572364807,0.9617730975151062,0.9062806367874146,0.9327777777777777,2.7776123120657993e-08,0.0,,
20251215-135645,2025-12-15T14:51:22,77,2.702526329314872,1.5951359051547638,3.7996042378961223,0.025781243376127663,0.8276481032371521,0.9611829519271851,0.9061155915260315,1.355,1.010407498552547e-08,0.0,,
20251215-135645,2025-12-15T14:52:03,78,2.7090189636570132,1.5909374797180906,3.816867957376454,0.025581273824384767,0.8264512419700623,0.9622271060943604,0.9061417579650879,1.025,8.182943313134566e-07,0.0,,
20251215-135645,2025-12-15T14:52:46,79,2.6940918572961468,1.5816536349793002,3.796310686085322,0.025548526353827896,0.7971274852752686,0.9590198993682861,0.9068843126296997,1.1185714285714288,2.3225000737583087e-08,0.0,0.052702702702702706,0.13321484610482143
20251215-135645,2025-12-15T14:53:27,80,2.70958452028771,1.5991128495294753,3.8097406446117246,0.02578882412500169,0.8055056929588318,0.9601548314094543,0.9073454141616821,1.045,0.0002954490582038927,0.0,,
20251215-135645,2025-12-15T14:54:08,81,2.7223819967818588,1.6066042846196318,3.827873272438572,0.02571607439791503,0.818073034286499,0.9606869220733643,0.9063863158226013,1.0285714285714285,0.0002705054183222653,0.0,,
20251215-135645,2025-12-15T14:54:50,82,2.709676977706282,1.5976079008350634,3.8113753126092154,0.025926853198404997,0.8204667568206787,0.9612725377082825,0.907344400882721,1.1663492063492062,2.106887427978894e-08,0.0,,
20251215-135645,2025-12-15T14:55:30,83,2.704161670109997,1.5881863505872962,3.809862205426987,0.02568692994648463,0.818671464920044,0.96112459897995,0.9073715209960938,1.1099206349206348,2.1983047909335507e-08,0.0,,
20251215-135645,2025-12-15T14:56:14,84,2.710313166657539,1.5909834520457542,3.8192633880327826,0.025948740388840846,0.8210652470588684,0.9605064988136292,0.9062445759773254,1.1047619047619048,0.00025507365527186837,0.0,0.05675675675675676,0.13612034968611195
20251215-135645,2025-12-15T14:56:55,85,2.6986306301534992,1.5930647580590966,3.7938353672419507,0.02590281235640996,0.8222621083259583,0.9600332379341125,0.9062768220901489,1.392063492063492,1.002484276937288e-08,0.0,,
20251215-135645,2025-12-15T14:57:36,86,2.696211120853685,1.591014510148192,3.791200521874101,0.02551810331132314,0.8114901185035706,0.9588172435760498,0.9073991179466248,0.9083333333333332,0.00025508026337226397,0.0,,
20251215-135645,2025-12-15T14:58:17,87,2.6872406610070843,1.5814680971511423,3.782780755056094,0.02558117956943708,0.818073034286499,0.9613788723945618,0.9063767194747925,0.8011904761904762,0.0008262043373133115,0.0,,
20251215-135645,2025-12-15T14:58:58,88,2.7052146196365356,1.5877576739820716,3.812415996642962,0.025638832009001952,0.8102932572364807,0.9594593644142151,0.9064857363700867,0.9371428571428572,0.0002558757910126505,0.0,,
20251215-135645,2025-12-15T14:59:41,89,2.6920267065910446,1.5835993739023602,3.7901420234000844,0.025780016875328268,0.8222621083259583,0.9616590142250061,0.9059701561927795,0.975,2.375309695762511e-08,0.0,0.05675675675675676,0.13725886976639218
20251215-135645,2025-12-15T15:00:22,90,2.6938192681090474,1.580352442721798,3.7969552931720263,0.025826933946817704,0.8288450241088867,0.9601157903671265,0.906073808670044,1.012857142857143,0.0002954603997566955,0.0,,
20251215-135645,2025-12-15T15:01:03,91,2.6957918993414265,1.5938787754267862,3.7873630899272555,0.02585482417465481,0.8360263109207153,0.9617608189582825,0.9062721133232117,1.0333333333333334,2.837261477750493e-08,0.0,,
20251215-135645,2025-12-15T15:01:44,92,2.6952300169696546,1.584447498190893,3.79573403155967,0.02569622427786458,0.8336325287818909,0.9624173641204834,0.9069024324417114,0.9327777777777777,2.3009031611735984e-08,0.0,,
20251215-135645,2025-12-15T15:02:25,93,2.680822883566765,1.5667804634734377,3.7845949163175607,0.025675934509769696,0.8144823312759399,0.9608245491981506,0.9058296084403992,0.9313492063492064,2.7944110869722413e-08,0.0,,
20251215-135645,2025-12-15T15:03:08,94,2.700113249151674,1.584559830900741,3.805366715339765,0.025749886395690376,0.8258528113365173,0.961264431476593,0.9066213965415955,1.1015873015873017,8.194691527963618e-07,0.0,0.057432432432432436,0.13704400074860798
20251215-135645,2025-12-15T15:03:49,95,2.688953690332909,1.5776237053413913,3.7899793239488995,0.02576089660598807,0.8156792521476746,0.9595620036125183,0.9055522084236145,1.04484126984127,1.732871566334267e-08,0.0,,
20251215-135645,2025-12-15T15:04:31,96,2.696803181138757,1.5919674218517461,3.791289422610035,0.0258737862594936,0.8114901185035706,0.9610736966133118,0.9059440493583679,1.1063492063492064,2.5417148962420086e-08,0.0,,
20251215-135645,2025-12-15T15:05:12,97,2.6969268844552237,1.5710921703952632,3.8125220896446543,0.0255987928567888,0.8204667568206787,0.9615084528923035,0.9064542055130005,1.0977777777777775,0.0002823018680163811,0.0,,
20251215-135645,2025-12-15T15:05:52,98,2.692241747085362,1.5768154826882768,3.7975232421535337,0.025361933094793804,0.8114901185035706,0.9609739780426025,0.9060719609260559,1.0071428571428571,8.202479521848542e-07,0.0,,
20251215-135645,2025-12-15T15:06:36,99,2.684312684895241,1.5859606502807304,3.7723803634512914,0.025710882159740957,0.8276481032371521,0.9614096879959106,0.9056013226509094,1.205,2.626539797385084e-08,0.0,0.056081081081081084,0.13650827636848226
